0|,|0.0051067524804656985 0.002617888065661049 0.005517830537388611 0.0031351864182268064 0.0014806483565298705 0.0011797095011210118 0.001290844567282897 0.6105098872183228 0.10868669211798859 0.47757967331079104 0.004960098994695435 0.003651686186986893 0.0030344127216948512 0.0021747062921545985 0.0019155847427462006 0.006294717245988465 0.0018503753919261858
1|,|0.0013110501749916744 0.0017462434569007845 0.0016895283000561714 0.0019076616841785508 0.0015109995408573152 0.0008175980387452345 0.0012359184502957307 0.0014067365089604435 0.001875108214523203 0.0015271143245086194 0.0009702694632674179 0.0016986877436055584 0.0007579005742804437 0.0013096632132544492 0.0015254478523350381 0.002890683036085224 0.001320772814643936
2|,|0.003007886625624294 0.009022318575432682 0.003754129736720638 0.0031546597432724763 0.6346920886273193 0.002565160738993637 0.0030209005983559494 0.0011225431776933671 0.0018923665514892578 0.003034715686513767 0.0015411573520152176 0.005989548195361466 0.0010480014494139876 0.0011120700444087008 0.0010616558974278572 0.007446978547223359 0.10839035086654376
3|,|0.011036672861355592 0.008355487648923875 0.040352891564613344 0.008047802181588173 0.0117676689940238 0.014229439712303352 0.010556440325780772 0.014324870850914382 0.013502990980139351 0.03225527830182266 0.017943706719197847 0.027230665173766898 0.020303339700814056 0.004471532737038517 0.10118017495664978 0.022900842188297462 0.0928530917564087
4|,|0.00360854963093935 0.01898201978426895 0.0022176943877487945 0.007356329894911766 0.001656150058278435 0.002339756149285774 0.0018921184627233543 0.020288403533280184 0.858457663695984 0.3185499983080139 0.02577047364198074 0.00416876824139106 0.0036285455877654686 0.004991048973890915 0.00464666410219698 0.004562695950269756 0.01568664866601696
5|,|0.4507844943093872 0.004376838057356034 0.005181843244153595 0.0046552136336416245 0.0066138879409883885 0.0011214130290432033 0.0019875461930570033 0.6458116096408691 0.003574723162501999 0.010110004015519486 0.001875579199297596 0.0036522026037462997 0.001233974930060833 0.0029884637517568285 0.006798127718778305 0.004546821568660432 0.0016334156597528553
6|,|0.00402696521639142 0.007851437742114914 0.005553552835564041 0.003902846737555095 0.022143520354985048 0.9687753923197022 0.008227108441137238 0.00830979145473639 0.00772577493122046 0.008170306862039949 0.0046544780748507 0.028280916102415468 0.8905468851923828 0.003947817633319693 0.00533110906164737 0.9705879879169922 0.007134273690984139
7|,|0.004055335112672472 0.0014206041914039784 0.0010503985741073848 0.002042570549010596 0.0012767089056465312 0.000875379958842625 0.001261202105854825 0.0037952350930835054 0.0012076472339545116 0.001957455875847033 0.0010866836780177155 0.0013686654846638833 0.0011489693726078054 0.0014605121502765798 0.0016839778807599354 0.0023348830440015605 0.001464221799618211
8|,|0.0013372381173866377 0.0016916815962078544 0.00227698984668202 0.002441454776139306 0.0021281473444369984 0.0006021563239505701 0.004351753508943778 0.0008695299124226342 0.0014990372956322977 0.0012274162284639835 0.0016477986015675373 0.0008743434860688744 0.00056822569165451 0.0024808802355433014 0.0020921485899534596 0.005572316462202435 0.010423100886947747
9|,|0.0015280528348842381 0.0013066127091602515 0.001206228623219923 0.0019704940882707767 0.0015101006429348277 0.0008512952080295339 0.0012003229493018756 0.001231454402991189 0.001992496939584203 0.0018361976151026382 0.0010293404846488095 0.001539564760425002 0.0008701184658448257 0.0013335605678328761 0.003633750522297182 0.0019694518916762637 0.0015890679610370733
10|,|0.0018448866528661995 0.002431457810286911 0.003994128146096459 0.0016951064597224962 0.002334017288289368 0.0034233159194279484 0.0013668144956333428 0.0030055737734091567 0.005228830290092544 0.00254433199367981 0.001899422979760685 0.001980984851699768 0.001618143684646144 0.0011746816520242195 0.0012387134616868134 0.9126289701269532 0.13741905534567644
11|,|0.007019724792584686 0.003605591011003418 0.473809518321167 0.008780710464544678 0.004166627581604366 0.002704582557997902 0.497975830332489 0.0033031227817722324 0.005165718803683098 0.2607059333700409 0.008653816497752686 0.001207597491904635 0.00877087438840721 0.054194418677558906 0.09363485987561798 0.02381065479847317 0.09999651275510787
12|,|0.015802459516223145 0.5593740064684448 0.018769351797058298 0.020489169724278833 0.00215631960124691 0.004026070832143574 0.0028225978008704945 0.010079388469696044 0.5535229889347535 0.011418004666069508 0.02697104162571335 0.0017496760135170938 0.002848708343809867 0.0022183773164966107 0.005938927969747448 0.013265277010959245 0.027960547843487744
13|,|0.004821393507734879 0.007934578215670578 0.005412942706235855 0.0049525345826231856 0.019779464225130616 0.9668030713885498 0.004688621576006073 0.007913794083965928 0.008463899422631165 0.008414417412279693 0.004856836264806625 0.025528037851489563 0.8229505642470704 0.0026933066518161084 0.004425368726080307 0.9779487757824707 0.003861860248264801
14|,|0.0015290374816604854 0.0016106602091877746 0.0012440675345412903 0.0014667565014278984 0.0008485607502233 0.0007279259861055255 0.0012655181723248894 0.0014616028445890807 0.002637094450396349 0.0014683075856892062 0.0008690746272746372 0.001023148893164606 0.000701205968004884 0.0010075762677183556 0.0023667696470314886 0.017048909285505533 0.003252093275028105
15|,|0.006320497525178528 0.0040121238058768004 0.0029450375449769487 0.00433889577578682 0.9881180844537354 0.006835744439842499 0.003675323932118567 0.00642071126184346 0.0034412432399328003 0.0036387376386008623 0.003323422873691074 0.9825386592736817 0.009486432824309998 0.005439569408449967 0.005338711871052628 0.016942013987394717 0.005751472107235724
16|,|0.023305952450598716 0.6309960128135376 0.03229202202146931 0.06289777101287079 0.003401449655624466 0.002501034984222603 0.004233110217724281 0.003776435154522896 0.6574639884996033 0.02934046636675127 0.024075583486727524 0.003912690817661171 0.0011845031827460765 0.0017144809832206 0.04866468377030707 0.004687639083441697 0.002580241019931355
17|,|0.006661859274803833 0.005161430513163658 0.0033390036679716646 0.0023235171774277728 0.002874733085861397 0.0008706926841541382 0.004949823945991364 0.003377108521121353 0.010301029638062478 0.00431090954349218 0.0023709157867607728 0.005571139816747513 0.002311927310620758 0.005528737419047204 0.8828906361452638 0.199996695983696 0.01313435200045433
18|,|0.008670237204244537 0.01170506779613495 0.0045485255556408696 0.0967522294394226 0.004112913900095993 0.0024052182129190754 0.001773287411078772 0.005339342099235016 0.0346147692753563 0.019867669069503786 0.9495245601485596 0.007178497972758751 0.0036704291506176228 0.0067354953020541085 0.0031957008101908112 0.007337363049145355 0.018351167416999055
19|,|0.7661144080053711 0.04508441953868103 0.7963988390000001 0.012550232263993072 0.003668558959656792 0.0027525893439527514 0.007522910365465164 0.8005389865890503 0.020491831304434965 0.5309590232797241 0.004025514882287522 0.0035146435742581944 0.0024391319229393384 0.008353239315420532 0.019958741180839158 0.02920387520299988 0.00872555932438736
20|,|0.002980822485361633 0.0024868219075966304 0.0026275779402162363 0.0009918612828854782 0.0025967265821698763 0.0021090735123783875 0.014854880403905753 0.004631143119865418 0.0033458016183615493 0.002550476256811104 0.0018851923959638788 0.002840732881166046 0.0038076855441131824 0.37242809936576843 0.024346285105164338 0.7735769063286133 0.017285699006537248
21|,|0.00821317339239769 0.002464712965104332 0.012114350850652314 0.0037944053247731396 0.00860887267454796 0.0028948807856026115 0.017489602835604478 0.00309624193782074 0.004956580169411468 0.0111098845128088 0.003451400231584549 0.009394726391780319 0.004935276547817688 0.015218039530275345 0.9181074475103761 0.11934799559750367 0.003906421681992436
22|,|0.0010553054228732005 0.0011316531094440069 0.0018199525906032602 0.0014901343816732368 0.000900901998693718 0.0008293455035240459 0.0009775248981681586 0.018444669541460037 0.03715194848160648 0.3516652223451691 0.007225261828144455 0.002455145733610115 0.001546476185386361 0.002521557250164232 0.0029734132982427407 0.002201116510992346 0.002830855089604926
23|,|0.07032053599696945 0.0018562029293888284 0.0030200806169315493 0.0024243000092595483 0.0020516617793538095 0.001026202367225131 0.0011170551767801247 0.009812392963077544 0.0037963209235165407 0.10779414318847656 0.0036423867878126143 0.0012864166516026285 0.001161438755456175 0.0014691867446381952 0.0025009838463898853 0.0026540033582735443 0.00185072119531868
24|,|0.01660510793121147 0.060602815590885165 0.7677035823444519 0.7680712587744141 0.005998137259069138 0.0034270846011782838 0.008291599612198258 0.003738256460691971 0.004921660600359498 0.010671489671585084 0.03994566381066285 0.006770603294681055 0.0030816614368231504 0.002637362108893166 0.00836855293441513 0.57254819059198 0.0312421974332016
25|,|0.002766573044257074 0.004702501318175022 0.005036504587191754 0.03151639302523072 0.0016929693857247162 0.0028958345123309788 0.0033526753483453372 0.0024699687471773073 0.0038630172665884586 0.004285821614547977 0.02533564515341507 0.0022322203769719164 0.0016636826622582626 0.002663731535757847 0.02338308879092236 0.9299695120202637 0.005358780157137451
26|,|0.0015606629687863027 0.00200434578617375 0.0014479005949240475 0.001788441996623297 0.0010969990868947334 0.0007822059794949226 0.00114111026545753 0.0016019314666629698 0.0017523345801401205 0.0017472079564143106 0.001008025303285574 0.0013937732503992032 0.0007401648837369032 0.0012521681368839264 0.002717002761716652 0.006399864307435488 0.009446435708483315
27|,|0.7182195804185791 0.8031476610528565 0.04201749227546997 0.010040381459869385 0.010775822600339127 0.008472860651879653 0.0033026863973427776 0.02093681713537964 0.03849985248477478 0.0019482201149183275 0.0017455206165752793 0.007123588609201355 0.0015770274814764342 0.003308371751865513 0.010648591386067047 0.8329092016452027 0.013728607423536779
28|,|0.0025187362259195102 0.0030022863635756074 0.014621322229422761 0.08600662253438568 0.005278559941471539 0.0032886552345697878 0.0037514926125762787 0.004546290659830353 0.08341548533185959 0.08854272852169343 0.9754949575825196 0.006876169182610382 0.003838601018572847 0.006337033027903519 0.01017883233538849 0.012368271069281386 0.009984620829161187
29|,|0.5339724774933472 0.11434513583666231 0.7473767700357665 0.007674894213943481 0.038205239477391816 0.0015915165855092124 0.001956380485453415 0.020565033404103088 0.015848221227082064 0.03320325957571431 0.0015398523156853867 0.003212737628715725 0.0007787875130423356 0.001728776760885498 0.008125261993354416 0.016423779463118363 0.022361497414628985
30|,|0.0010644281600375271 0.0011126604590929203 0.0011505513102350417 0.002006096363345113 0.0013879727379988251 0.000843390235066461 0.0013877310111633805 0.0017663095879623175 0.0011287594308964453 0.0015470835399643067 0.002613266063062726 0.0026974682234256627 0.0015439440091015086 0.00257209641382849 0.0011528142394916221 0.003589770469926014 0.0023837141993344685
31|,|0.0260139328828125 0.0069441862105793 0.0048922108393302825 0.007330852621400109 0.816950101644287 0.0030797013179799655 0.0058063780617436216 0.021341659960288237 0.003970495406639785 0.005180425912400589 0.001794800552810898 0.748236471281128 0.004160538591140824 0.0194753467086792 0.06398749625719834 0.021988391612339783 0.009214648445534896
32|,|0.17371844306474304 0.11272946516090393 0.1634077038062897 0.00806146396470728 0.0015436754302817 0.0010082494195528793 0.0029347869831896746 0.13499457216510008 0.09422714084655762 0.30676119117770384 0.0042472499884158325 0.0013662402217901803 0.0008491534156435554 0.00407576908755603 0.00732225486548645 0.006793789577388764 0.043455423552358624
33|,|0.0068223323666294815 0.003367224717630315 0.002050998923933816 0.0034723538545474533 0.027672625621270375 0.0030793962806125045 0.002230770279663649 0.0046049779427211335 0.005593306453827381 0.004578063493520503 0.0029989997386968615 0.045032303546206714 0.006457229415898729 0.0026422197854878045 0.0032926074230355024 0.024294827389666367 0.11142896941438438
34|,|0.002794969792944771 0.001786148703765087 0.002112918324731054 0.004506680375954513 0.004747775972879949 0.0010834422147695465 0.001162418456252985 0.0035281936407118653 0.001067858570594326 0.0016125054770005883 0.0016787028527422477 0.0011852679950981387 0.000841788759668179 0.001121662870490324 0.0017109848927582064 0.0019033570115468885 0.0012261664337993574
35|,|0.0011908098530924414 0.001458679986655634 0.0013884971470507431 0.002732006064268804 0.0015940487299316015 0.0007495141887658677 0.0013901328989360108 0.0017304144764113045 0.0016767062689778138 0.002152203061915569 0.0022432821342357576 0.0014097579646689118 0.0007637144869525313 0.0015074943735697613 0.0019950591134985114 0.002594215360885334 0.0024886275075423243
