0|,|0.0032225 0.00013133495 0.002053143 5.0023675e-05 6.239745e-06 8.441784e-06 1.631437e-05 0.9342415 0.0670561 0.7980038 0.0010584163 0.0003269199 0.00057657866 0.0015155139 0.0005968143 0.0010661122 0.0006014278
1|,|0.00011591391 0.00013879503 7.017072e-05 0.00032336396 9.065789e-05 1.8527517e-05 2.9245242e-05 0.00019938673 7.819245e-05 6.306118e-05 6.6605346e-05 5.379097e-05 3.9747615e-06 0.00010104853 6.076194e-05 0.00045221273 0.0007996641
2|,|0.0025039483 0.0010936586 0.00027286235 0.0011996223 0.9932935 7.221773e-05 1.4476501e-05 1.8239798e-05 1.2904078e-05 2.551149e-06 5.9434587e-06 0.002648675 2.0810287e-06 6.2139484e-06 9.804648e-05 0.00062895066 0.0003014868
3|,|0.07894725 0.0022840258 0.03870861 0.004862127 0.01672582 0.00028809477 0.034599226 0.016884722 0.0035411038 0.0068721115 0.0015973884 0.0051141167 0.0024486522 0.060248427 0.32559487 0.022270607 0.39305595
4|,|0.0059276503 0.061869252 0.009236995 0.008553823 9.207212e-06 6.784774e-06 2.5819982e-05 0.025764082 0.83533055 0.2341468 0.058356415 0.00014136884 7.2136227e-06 0.00017429527 0.003926233 0.0005769571 0.016152674
5|,|0.60738754 0.0027706 0.0012210957 0.00020091925 0.000474758 6.4096303e-06 1.5975691e-05 0.8814778 0.004115619 0.002573324 2.3601051e-05 0.0004938237 5.6059424e-05 0.0003648434 0.0057311263 0.0020740097 0.0003613394
6|,|8.087896e-05 0.0002885007 0.00055293244 0.0003573008 0.003377255 0.99556804 0.0022496583 0.0015090825 0.0002624055 0.0007690484 0.0005160211 0.004426869 0.9569987 0.00017535276 0.0004884974 0.9893529 0.00032698
7|,|0.0032748359 0.00016586247 8.9963156e-05 0.00014827313 0.00012104976 6.581837e-06 1.4260501e-05 0.0061562015 0.000108272274 6.7034736e-05 2.4650035e-05 4.6117188e-05 4.8192433e-06 0.00013753946 5.404804e-05 0.00039115138 0.0005624637
8|,|9.00292e-05 0.00010614713 7.224738e-05 0.00022702431 5.1285904e-05 1.0846934e-05 2.2583523e-05 0.00014107303 8.317524e-05 8.341038e-05 8.325493e-05 3.0358886e-05 4.1579387e-06 9.438382e-05 7.2682575e-05 0.00085885887 0.0007284679
9|,|8.920178e-05 0.00010662357 6.821549e-05 0.0002449575 5.233316e-05 1.0151652e-05 1.6764188e-05 0.00014193349 8.480481e-05 8.868202e-05 9.454296e-05 3.1578882e-05 3.558009e-06 7.7564306e-05 5.7520072e-05 0.00038776157 0.0006821091
10|,|0.00013539923 0.00011975274 0.00012555555 0.0003014892 7.020478e-05 1.6043075e-05 0.00050004397 0.00015033457 0.00039490903 0.0007752699 0.0006991303 0.0001467719 1.2426292e-05 0.0008658718 0.0011453938 0.1786019 0.8298287
11|,|0.023892606 0.00069710484 0.76058024 0.020095885 0.00034524308 0.00059381867 0.9216645 0.0016205558 0.00013882988 0.08432181 0.0065091704 2.0354344e-05 0.0017714401 0.51325744 0.17878444 0.025221229 0.035834163
12|,|0.0054096947 0.8595027 0.0045384266 0.013946204 8.098288e-05 5.961139e-05 3.7421037e-06 0.00092375086 0.5531799 0.000690994 0.0022004622 4.5608842e-05 6.6649557e-07 3.1830307e-06 0.00019289364 0.006775701 0.002218432
13|,|6.242721e-05 0.00030432342 0.0006057534 0.00048654006 0.001388116 0.988675 0.002910984 0.0009976923 0.00026690558 0.00077166816 0.0008799186 0.0016057113 0.89360416 0.0002243444 0.00043253863 0.9903168 0.0007542837
14|,|0.00016893235 0.00017291225 0.00013687389 0.0002994883 5.7483125e-05 8.45417e-06 3.7150465e-05 0.00024020497 0.00014168845 0.00013802262 0.000100352074 4.582092e-05 4.477748e-06 0.00010894242 0.0001565793 0.0012534861 0.0008406397
15|,|0.0012433609 0.00041338644 6.411671e-05 0.00027107378 0.99938756 0.00037261893 2.9593389e-06 0.0002665743 9.805846e-05 1.5965941e-05 2.17549e-05 0.99750036 0.00042823225 2.511721e-05 0.0009949711 0.019278144 0.00019494192
16|,|0.03547148 0.9342791 0.021316182 0.03338176 0.00026137766 4.76e-05 3.0013935e-05 0.0012812816 0.5126629 0.00072955294 0.0038120204 7.9833175e-05 1.7425668e-06 1.3779407e-05 0.021046918 0.0015183862 0.0011194091
17|,|0.0030885967 0.00011812278 0.00087941793 0.00020827231 0.0007351293 1.5368014e-06 0.001744708 0.00055743457 0.0021677734 0.0031158258 0.00054438645 0.0046195667 0.00013204275 0.01119839 0.9874916 0.0052983523 0.0032981187
18|,|4.057281e-05 0.00046964703 0.0010126834 0.1349016 2.1403921e-05 9.5429896e-05 0.00029112524 0.00013273685 0.012838595 0.02189577 0.9463123 0.00021525763 0.00022160879 0.0015930946 0.0011634673 0.00066319515 0.0052990485
19|,|0.9598913 0.1141907 0.967534 0.0055513834 0.00037281204 7.044671e-05 0.0013868384 0.98140717 0.04167879 0.69386303 0.0010578652 7.945974e-05 0.00010450518 0.0035744398 0.0023627044 0.0119194435 0.0022413293
20|,|0.00034769336 1.9513196e-05 0.00030439478 0.000120787256 0.000117802934 0.00019666083 0.043365873 0.0009439148 0.0001618394 0.0030464001 0.0011200767 0.00027021408 0.0051609287 0.34334636 0.08161259 0.52336377 0.0086447885
21|,|0.007101816 0.00015002718 0.0018381386 0.00045792942 0.03470503 2.9323623e-06 0.004741708 0.00044703463 0.0013035142 0.0019876936 0.00054168387 0.03434248 0.00023114064 0.011925577 0.9691797 0.004436832 0.0028359971
22|,|2.5302803e-05 2.9475887e-05 0.0030052403 0.00014794484 5.196066e-06 1.0358433e-05 2.2107746e-05 0.0032794334 0.0025159093 0.42443 0.003343659 6.1078616e-05 7.514517e-05 0.00061296474 0.0004326963 0.00037988444 0.0013037093
23|,|0.0005026842 7.080755e-05 0.00040616767 0.00017721318 2.4165616e-05 8.520594e-06 1.9386856e-05 0.00147194 0.00021894525 0.025376188 0.00029440966 2.8884577e-05 1.3811368e-05 0.0002614292 0.00014295692 0.00040912017 0.0009950625
24|,|0.0068301093 0.11192475 0.96809363 0.8647199 0.0010234414 0.0016557199 0.009540161 0.00011508337 0.0004124909 0.006280025 0.03803191 9.402447e-06 3.2363474e-05 0.00019747025 0.00052568736 0.06927024 0.0026676357
25|,|0.0001016244 0.00018159692 0.00025331887 8.238756e-05 0.00014923439 0.000118988064 0.00016075862 0.00014252268 0.00017645511 0.00017656191 0.00024263628 0.00015300742 3.462553e-05 4.0206185e-05 0.00063546334 0.9972211 0.0016551658
26|,|0.000100587786 0.0001369534 8.310371e-05 0.00035969136 5.373117e-05 9.1265665e-06 2.3302287e-05 0.00014238393 0.00010357539 0.00010503198 0.00011036172 3.588148e-05 3.4496502e-06 9.469686e-05 7.813241e-05 0.0003629059 0.001190656
27|,|0.76973546 0.69566524 0.0029239638 0.0006063963 0.006556915 9.7878845e-05 6.638908e-05 0.05762083 0.091494866 3.3686112e-05 2.668067e-05 0.0001285239 1.2169763e-06 4.5777535e-05 0.001234728 0.9184172 0.0021599305
28|,|7.543737e-05 0.0010721335 0.005107454 0.18098462 3.797299e-05 0.00015751958 0.0005180912 0.0003977893 0.14149167 0.14639235 0.9815766 0.0006692495 0.00046493165 0.0017145372 0.0049562054 0.0041094897 0.0075836666
29|,|0.82926667 0.52334416 0.88822263 0.021118134 0.0011516261 5.4585133e-05 0.0005773377 0.0436403 0.0054304902 0.0052530826 9.769423e-05 9.932262e-06 1.3300796e-06 0.00010732152 0.0006988965 0.003579425 0.0011386294
